Tweeet,Created time
M25 Traffic Wank by @Angel_Long https://t.co/Md5bvzFJyc @manyvids https://t.co/sX7K14SaBI,1483370874
M25 anti-clockwise between J26 and J25 | Anti-Clockwise | Congestion https://t.co/URtCw5ZIEO,1483371462
#M25 anti-clockwise between J26 and J25 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483371726
The #M25 anticlockwise is blocked due to an accident between J26 A121 (#WalthamAbbey) and J25 A10 (#Enfield).,1483371875
"15:49 #M25 #Essex 
RTC blocked anticlockwise between J26 A121 Waltham Abbey &amp; J25 A10 Enfield https://t.co/BBeECfzoaB",1483372149
M25 J14 clockwise exit slip for (Heathrow) T5 | Clockwise | Congestion,1483372264
#M25 J14 clockwise exit slip for (Heathrow) T5 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483372267
#M25 J14 clockwise exit slip for (Heathrow) T5 - Congestion - Full details at https://t.co/LwI3prBa31,1483372267
M25 J14 clockwise exit slip for (Heathrow) T5 | Congestion https://t.co/kQiLzvBR01,1483372295
M25 J14 clockwise exit slip for (Heathrow) T5 | Congestion https://t.co/Yi8LJgeV8X Thx 2 HW England,1483372307
"When the M25 plays ball it's easy. 67 miles, Essex -&gt; Surrey &amp; home in time to see the sun set. 😎👌#winning #surrey… https://t.co/SNC3716GVT",1483372515
"16:21 #M25 #Essex 
RTC Cleared anticlockwise between J26 A121 Waltham Abbey &amp; J25 A10 Enfield",1483374036
"I've just uploaded a new video ""M25 Traffic Jam Wank"" to https://t.co/T41br21HLx https://t.co/hUcFVNwqj3",1483374477
"New video ""M25 Traffic Jam Wank"" uploaded to https://t.co/M8f5N7LDsB by @Angel_Long https://t.co/NxNBLcllNT",1483375078
Can confirm that the hard shoulder on the M25 is very cold right now. But check out our new (broken) toy! https://t.co/IrWJLoPQFJ,1483375277
"New video ""M25 Traffic Jam Wank"" uploaded to https://t.co/zTb3EcPZwn by @Angel_Long https://t.co/DpZhAlzipD",1483375376
New towns &amp; villages to be built near the #M25 - like that road has lots of spare capacity NOT. https://t.co/Q28SsMu6Z0,1483375408
@UrbanCoeur @TomLondon6 @michaelwhite you do know there's a whole world outside of the M25? We have an amazing amount of talent in this,1483376724
"#M3 Narrow lanes both ways between J2 M25 and Fleet Services, speed restriction of 50 mph",1483378234
[My Best Fans] @GJM_for_Guri @yeo_wool88 @Stargazer_630 @gly_won @dmadld @lioness_m25 via https://t.co/57LFTEN0vm https://t.co/IP5ikSGbJQ,1483378755
Pleased we made it to @Bluewaterstones in time for @stevensonamelia to get her signed book &amp; photo with… https://t.co/eK4ndwSpTH,1483381664
"#m25  let's all sign this petition, and get this problem discussed at Parliament, the congestion is worse and total… https://t.co/5Uvl67VIQ9",1483382484
@behlul_official think I saw that on the M25 earlier 😲,1483383765
@PawsForAll @Empathyrights @julie_twickers @ProtectCatsLDN @SNARLLondon @standardnews @DailyMailUK @DailyMirror M25 Lorry driver?,1483384162
"To many drivers on the M25 this evening, I hope your new year's resolution is to get out of the middle lane",1483385233
@bloodandmud @joshgardner #SHIT: Quins on the road. As scared of going outside the M25 as a Government minister.,1483385362
Mike Deen ruined a big London derby. Those just outside the M25 must be beside themselves. Pat yourself on the back.x,1483389894
#m25 sightseeing tour lol https://t.co/0ZkiZnPHPV,1483391259
"&amp; by that, @HuffPostUK she means she DIDN'T THINK. Much like when reading out fake info about M25 having planned cl… https://t.co/aZWRVcoaCo",1483391360
"""What's the best thing in Watford, apart from the ice skating?"" – probably the M25 out of there #TheUndateables",1483393860
@festerted live in Watford work in Guildford (though only fight the M25 traffic a couple of days a week) work from home the other days.,1483394540
#ICouldSpendAllDay sitting in stationary traffic on the M25,1483394710
@SurreyRoadCops Thank you. Yes indeed cold out there. Have just driven down M40 and M25. Light traffic at the time. Stay safe please.,1483396068
And ordinary people anywhere outside of the M25 https://t.co/pGHWIwz3Jz,1483396505
B-roads/M20/M25/A1/B-roads https://t.co/XLE0ktNY6Q via @Fridayam1,1483396906
@khutula 150 miles each way. That's not the problem tho. Most of it is fecking M25!,1483398293
@DaveWallsworth enough for a tootle around the M25 on a windy Sunday...,1483398382
Driving on M25 after driving on European roads feels like stepping on nails without shoes after an esclator ride. Bumpy and noisy AF.,1483400423
"@BibleReloaded I have two hands.
I heard ISIS gave the Queen that cold and started roadworks on the M25",1483401459
"@SkyNews absolute BS, y squeeze more into within the m25,  have you seen the space outside it, blinking miles of space! 
BS",1483401564
"HGV stopped earlier #M25 #Tadworth driver seen using mobile phone. ""I only picked it up to see who called."" #fatal4 https://t.co/7JR98N9q9M",1483401774
@PDChina are u sure that's not the #M25 ?,1483402548
News from outside the M25 makes it onto the BBC national feed shocker. https://t.co/270O58p0BA,1483404206
"🎶Take me home country roads, take me home🎶

Oh well - spose the M4, M25 &amp; M23 will have to do",1483405024
"#Engineering #JOB: BMS Pre Commissioning Engineer - London / M25 area in , London, https://t.co/p4QDqu1dx5",1483407785
#M25 anti-clockwise between J3 and J2 | Anti-Clockwise | Road Works | Kent https://t.co/ajXXbi5aLS #uktraffic,1483409631
M25 Ring of Red 2016: Amazing slow-mo footage hows bikers set off on... https://t.co/2c0Goyh29A #Motorcycles,1483410328
#M25 anti-clockwise between J16 and J15 | Anti-Clockwise | Road Works | Buckinghamshire https://t.co/BKH1soQrFG #east #uktraffic,1483410534
#M25 clockwise between J23 and J24 | Clockwise | Road Works | Hertfordshire https://t.co/dEIPFBJaOs #east #uktraffic,1483415085
#M25 clockwise between J7 and J8 | Clockwise | Road Works | Surrey https://t.co/4OClqkvVxO #uktraffic,1483415999
"Check out my new video ""M25 Traffic Jam Wank"" on https://t.co/T41br21HLx https://t.co/IK77Zhg8RQ",1483417682
"PALM SPRINGS, CA - JANUARY 02: Actors Darren Le Gallo and Amy Adams attend the 28th Annual… https://t.co/igcgemmFLX",1483418355
"NEW YORK, NY - DECEMBER 29: Alix de Chabot and Valentin Hernandez attend 62nd International… https://t.co/jtdFGgFuHg",1483418355
"The Pointe de la Parata is rocky promontory, to the north of the Iles Sanguinaires… https://t.co/8mL3L29kxj",1483418355
M25 anti-clockwise between J28 and J27 | Vehicle Fire https://t.co/3lfudJe59g,1483419604
#M25 anti-clockwise between J28 and J27 - Vehicle Fire - Full details at https://t.co/l5EmoAw0RN,1483419605
#M25 anti-clockwise between J28 and J27 - Vehicle Fire - Full details at https://t.co/LwI3prBa31,1483419605
"#Traffic #update M25 anti-clockwise between J28 and J27 | Anti-Clockwise | Vehicle Fire https://t.co/w1ItkzEIag January 3, 2017",1483419636
@petedonaldson could be worse you could be stuck in traffic on the M25,1483419970
M25 anti-clockwise between J28 and J27 | Vehicle Fire https://t.co/nSLSGPGYxH Thx 2 HW England,1483420032
"@ECFRS attending #M25 A/C/W vehicle fire, carriageway now blocked J28 + J27. Will update shortly.",1483420104
"@ECFRS attending #M25 A/C/W vehicle fire, carriageway now blocked J28 + J27. Will update shortly.",1483420104
"ECFRS attending #M25 A/C/W vehicle fire, carriageway now blocked J28 + J27. Will update shortly. Thx 2 HW England",1483420333
"#M25 vehicle fire. Traffic released but, 2 lanes closed a/c/w J28 (#Brentwood) + J27 (#M11). Please pass with cauti… https://t.co/4cduWFNIYX",1483420420
"#M25 vehicle fire. Traffic released but, 2 lanes closed a/c/w J28 (#Brentwood) + J27 (#M11). Please pass with cauti… https://t.co/PD22w6vIvB",1483420420
#M25 clockwise between J27 and J28 | Clockwise | Road Works | Greater London Authority https://t.co/3uxZc6Q8N4 #east #uktraffic,1483420568
"#M25 vehicle fire. Traffic released but, 2 lanes closed a/c/w J28 (#Brentwood) + J27 (#M11). Please pass with cauti… …",1483420949
Car fire extinguished and awaits recovery. All lanes open #M25 A/C/W J28 + J27 (#M11). Traffic slow in spots but generally flowing.,1483421615
Car fire extinguished and awaits recovery. All lanes open #M25 A/C/W J28 + J27 (#M11). Traffic slow in spots but generally flowing.,1483421615
@Joe__m25 💌Good Morning💌 https://t.co/sZ5Imxlxa8,1483421642
Car fire extinguished and awaits recovery. All lanes open #M25 A/C/W J28 + J27 (#M11). Traffic slow in spots but generally flowing. Thx 2 H…,1483421840
"TRAVEL: M25 slowing already clockwise at J6.  It's a cold start too, so allow time for windscreen scraping activities.",1483424038
"TRAVEL: M25 slowing already clockwise at J6.  It's a cold start too, so allow time for windscreen scraping activities.",1483424038
link road from #M11 J6 southbound to M25 J27 | Southbound | Road Works | Essex https://t.co/bHRbUOsQXm #east #uktraffic,1483424230
TRAVEL: M25 also slow now clockwise through J10 (A3),1483425240
TRAVEL: M25 also slow now clockwise through J10 (A3),1483425240
"#M25: please be a little bit like this today...

#BackToWork https://t.co/LzhwLy7G2S",1483425458
TRAVEL: Heavy traffic on M25 clockwise between J10 A3 (Wisley Interchange) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,1483426181
"#M25 heavy clockwise between J10, Wisley Interchange and J11, Chertsey",1483426215
"#M25 heavy clockwise between J9, Leatherhead and J10, Wisley Interchange",1483428051
#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/l5EmoAw0RN,1483428066
#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prBa31,1483428066
@TfLTrafficNews how is the M25 anticlockwise this morning from Romford to Heathrow??,1483428184
M25 TRAFFIC NEWS - #M25 clockwise delays between J10 &amp; J11,1483428225
M25 clockwise between J10 and J11 | Accident https://t.co/UJPtWwBBgg,1483428245
M25 clockwise between J10 and J11 | Clockwise | Accident,1483428246
TRAVEL: M25 slowing generally between J9 and J12 clockwise. Particularly busy past J10 (A3).,1483428479
TRAVEL: M25 slowing generally between J9 and J12 clockwise. Particularly busy past J10 (A3).,1483428479
M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/Luj7vsr5PU,1483428605
@HighwaysSEAST how is the M25 anticlockwise this morning from Romford to Heathrow??,1483428656
"TFL UPDATE: TfLTrafficNews: bobpaneaar1981 we don't cover the M25, as such, but following Highways England may be useful if you use often.",1483428669
M25 clockwise between J10 and J11 | Accident https://t.co/MHOScFprme Thx 2 HW England,1483428685
"#M25 accident clockwise after J10, Wisley Interchange, one lane closed",1483428703
"Inkcups Now, a leading manufacturer of silk screen..For more info visit... https://t.co/F0DgVJW3cb https://t.co/lV2shwRC1k",1483428753
TRAVEL: Lane 4 of the M25 is blocked clockwise shortly after J10 (A3) due to an accident.,1483428768
TRAVEL: Lane 4 of the M25 is blocked clockwise shortly after J10 (A3) due to an accident.,1483428768
#M25 - SEVERE - Surrey Clockwise - Accident - After J10 for A3 Surrey/Affecting J9 for A253 Surrey,1483428790
#M25 J24 clockwise access | Clockwise | Road Works | Hertfordshire https://t.co/dUBmEQIRz6 #east #uktraffic,1483428798
M25 clockwise between J10 and J11 | Clockwise | Accident https://t.co/LD5x09jJOC,1483428909
Travel... M25... https://t.co/IiV4TPG95U,1483428964
#M25 heavy anticlockwise between J16 M40 and J15 M4,1483428975
M25 clockwise within J10 | Clockwise | Congestion,1483429084
#M25 clockwise within J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483429326
#M25 clockwise within J10 - Congestion - Full details at https://t.co/LwI3prBa31,1483429326
#M25 clockwise between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483429506
#M25 clockwise between J9 and J10 - Congestion - Full details at https://t.co/LwI3prBa31,1483429506
#M25 clockwise at the Cobham services between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483429865
#M25 clockwise at the Cobham services between J9 and J10 - Congestion - Full details at https://t.co/LwI3prBa31,1483429865
#M25 J10 clockwise access - Congestion - Full details at https://t.co/l5EmoAw0RN,1483429866
#M25 J10 clockwise access - Congestion - Full details at https://t.co/LwI3prBa31,1483429866
"M25 anticlockwise
Between J16 M40 and J15 M4 (Thorney Interchange)
Heavy traffic https://t.co/alLaHr6CfI",1483429921
"TRAVEL: A3 slowing northbound from Ripley Services to the M25, due to the accident clockwise shortly after J10. 1 lane blocked.",1483430031
"TRAVEL: A3 slowing northbound from Ripley Services to the M25, due to the accident clockwise shortly after J10. 1 lane blocked.",1483430031
A3 southbound exit for M25 | Southbound | Congestion,1483430223
M25 J10 clockwise access | Clockwise | Congestion,1483430224
#M25 update - vehicle fire now extinguished: https://t.co/yDnb52TCIm,1483430313
"1 lane closed #M25 C/W btwn J10 + J11 due to a 2 vehicle collision, recovery has been requested. Delays back to J9,… https://t.co/Fv8Q0pTocn",1483430465
"1 lane closed #M25 C/W btwn J10 + J11 due to a 2 vehicle collision, recovery has been requested. Delays back to J9,… https://t.co/MltaSu7Otw",1483430465
"1 lane closed #M25 C/W btwn J10 + J11 due to a 2 vehicle collision, recovery has been requested. Delays back to J9,… …",1483430495
#M25 delays ease after junction 27 vehicle fire: https://t.co/ffYDfZt8mt,1483430533
TRAVEL: M25 clockwise - one lane closed near junction 10 - 6 miles of tailbacks to Leatherhead j9.,1483430560
Essex and Hertfordshire travel updates: https://t.co/oemhqouJbk,1483430633
M25 J10 clockwise access | Clockwise | Congestion https://t.co/Utzt8u8SRj,1483430643
A3 southbound exit for M25 | Southbound | Congestion https://t.co/lhiSfN8QmR,1483430644
M25 clockwise between J9 and J10 | Clockwise | Congestion https://t.co/npJoHM0BJA,1483430645
M25 clockwise between J9 and J10 | Congestion https://t.co/nHgHlFV2lW,1483430706
On the m25 banging drake perfect recipe for a heart break,1483430712
#M25 delays after junction 27 vehicle fire: https://t.co/GvKFiG2wFQ,1483430723
"#M25 earlier accident clockwise after J10, Wisley Interchange, blocking lane four, tailbacks to J9 Leatherhead",1483430740
#M25 clockwise within J30 - Congestion - Full details at https://t.co/l5EmoAw0RN,1483430765
#M25 clockwise within J30 - Congestion - Full details at https://t.co/LwI3prBa31,1483430765
"#M25 very slow anticlockwise due to people slowing down to look at accident opposite between J11, Chertsey and J10, Wisley Interchange",1483430798
Traffic: Congestion on #M25 at QE2 Bridge https://t.co/ezHI2CfUcq,1483430863
#M25 clockwise between J10 and J11 - Accident - Full details at https://t.co/LwI3prjyEr,1483431127
#EurosprintFreightServicesLtd.FederationHouse M25 J10 clockwise access | Clockwise | Conges... Read Blog: https://t.co/1AKfbSieZc,1483431131
M25 clockwise between J9 and J10 | Congestion https://t.co/2BKhd3b6H7 Thx 2 HW England,1483431142
#EurosprintFreightServicesLtd.FederationHouse A3 southbound exit for M25 | Southbound | Con... Read Blog: https://t.co/ongydOGfxk,1483431168
#M25 returned to normal anticlockwise between J16 M40 and J15 M4,1483431232
"TRAVEL Queueing traffic due to rolling road block on #M25 clockwise at the QE2 Bridge, congestion on M25 to J30 A13 (Lakeside/Tilbury)",1483431400
Major delays on clockwise M25 between Wisley and Chertsey after two-vehicle rush-hour crash https://t.co/pLuOPaIslI,1483431556
TRAVEL: M25 accident clockwise at J10 has cleared to the hard shoulder. Traffic remains slow from J9 and also queuing on the northbound A3.,1483431904
TRAVEL: M25 accident clockwise at J10 has cleared to the hard shoulder. Traffic remains slow from J9 and also queuing on the northbound A3.,1483431904
Vehicles moved to hard shoulder and all lanes have re-opened #M25 C/W btwn J10 + J11 following earlier collision. Delays back to J9.,1483432196
Vehicles moved to hard shoulder and all lanes have re-opened #M25 C/W btwn J10 + J11 following earlier collision. Delays back to J9.,1483432196
Vehicles moved to hard shoulder and all lanes have re-opened #M25 C/W btwn J10 + J11 following earlier collision. Delays back to J9. Thx 2 …,1483432268
#M25 - SEVERE - Essex Clockwise - Earlier broken down vehicle - At the QE2 Bridge Essex/Affecting J30 for A13 Lakeside Essex,1483432554
"TRAVEL: delays heading from Essex into #Kent after an earlier broken down vehicle on the QE2 Bridge, congestion on… https://t.co/Hz22wucHg5",1483432571
"TRAVEL: delays heading from Essex into #Kent after an earlier broken down vehicle on the QE2 Bridge, congestion on the #M25 to J30 Lakeside",1483432579
#M25 - MEDIUM - Surrey Anti-Clockwise - Accident - Between J11 for A317 Surrey and J10 for A3 Surrey,1483432610
"#M25 easing following earlier accident clockwise after J10, Wisley Interchange",1483433002
"#M25 returned to normal anticlockwise between J11, Chertsey and J10, Wisley Interchange",1483433016
TRAVEL: #M25 blocked clockwise due to a broken down vehicle between J5 M26 / A21 (Sevenoaks) and Clacket Lane Servi… https://t.co/yGgfFOldGJ,1483433035
TRAVEL: #M25 blocked clockwise due to a broken down vehicle between J5 M26 / A21 (Sevenoaks) and Clacket Lane Services,1483433042
Looking for a venue? We're minutes from the M1 &amp; M25 and set in 35 acres of grounds. Visit us! @MPBSClub https://t.co/PkVOq9FaKZ,1483433114
"#M25 road blocked clockwise between J5 M26 and Clacket Lane Services, because of a broken down vehicle",1483433169
Absolutely distraught at the sight of the M25 after a cool two weeks off,1483433267
M25 clockwise crash - vehicles recovered to hard shoulder and lanes reopened but delays continue… https://t.co/ANW4wu5ZXM,1483433321
TRAVEL: M25 queues clockwise just past Clacket Lane Services following a brief stoppage to clear a broken down vehicle.,1483433416
TRAVEL: M25 queues clockwise just past Clacket Lane Services following a brief stoppage to clear a broken down vehicle.,1483433417
M25 delays after junction 27 vehicle fire - Hertfordshire Mercury https://t.co/VynzdDQsmp,1483433833
"Ah the joy! Southeastern's ticketing ballsed up, cunts crashing on the M25, roads congested 'cause little darlings can't walk #Welcometo2017",1483434015
#Essex: M25 delays after junction 27 vehicle fire https://t.co/bYd2bSsW4h https://t.co/YNRJraDYox,1483434375
Thanks M25 airport run done no traffic home and breakfast before nine.,1483434794
#nowplaying 藤澤慶昌 - Days Have Passed By (M25) / Notes of School Idol Days ～Curtain Call～ https://t.co/QtCvFXdkbW,1483435939
"Days Have Passed By（M25）

あああああああ。。。",1483435943
"33. Days Have Passed By(M25)
#lovelive",1483435947
Days Have Passed By (M25) #lovelive,1483435967
♪Days Have Passed By (M25),1483436070
M25 delays after junction 27 vehicle fire https://t.co/GfbF8jOdzZ #Hertfordshire https://t.co/LPvmEPSw0y,1483436765
@MarkTimeAuthor Somehow the morning drive round the M25 and up the M1 doesn't feel so bad. 🤔,1483437206
"@jamesevison ah, the M25 Riviera 😎 good luck with the move fella, hope you've managed to lose the kids for the day!",1483437424
#M25 anti-clockwise between J19 and J18 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/tGXFsdfCrk #east #uktraffic,1483437871
DailyRandom: M25 coach... https://t.co/ikdm6ZwCE8,1483438070
#m3 Broken down car between J2 M25 and J3 Lightwater out of London,1483438444
M25 delays after junction 27 vehicle fire - Hertfordshire Mercury https://t.co/U66pnEAZ4Q,1483438657
#M3 all clear after earlier broken down car between J3 Lightwater and J2 M25,1483439850
"@Joannechocolat Urgh, My Dad has started to play along with those calls 'oh the car accident I had on the M25?... ha never had one, go away'",1483439863
.@599bt @LBC @mrjamesob 5pm. A @LBC exec sits on the M25 without a care in the world apart from listening and engagement figures ...,1483439909
Man driving white Porsche on westbound M25 texting - moron!,1483440035
"""[M25] About 5 month old beard. Thoughts/ Suggestions?"" https://t.co/rPvEbUVMvj #beardclubformen",1483440923
M25 delays after junction 27 vehicle fire - Hertfordshire Mercury https://t.co/VOPCPN3Vo5,1483443260
"Obviously I didn't have to wait 5 hours but it was rush hr/ Xmas/m25 works, by the time I would've got back to Chelms I'd have to come back",1483444515
"Three artists from outside the M25, two of whom are from the US. At least they mentioned Cabbage. Great work BBC

https://t.co/iaMlFycHDX",1483445183
M25 junction 5 (M26): Anti-clockwise carriageway between the slip roads closed overnight on 4th Jan (22:00-05:00): https://t.co/aW2U73aIPB,1483446048
TRAVEL: Queueing traffic and two lanes closed on #M25 anticlockwise at the #DartfordTunnel https://t.co/cpvIAeT2me,1483446616
TRAVEL: Queueing traffic and two lanes closed on #M25 anticlockwise at the #DartfordTunnel https://t.co/4zvfBWkaAd,1483446616
A282 (M25) Dartford crossing: Overnight maintenance works 3rd - 8th January: https://t.co/QPmcVzk132 https://t.co/uYFBwJ3sry,1483446993
"#Job Alert: #London #Jobs Account Manager (Fire) - M25 / London, M25: Cento… https://t.co/d9qL4IqnhT For More Jobs &gt;&gt;&gt; Please Go2 Our Page!",1483447056
M25 delays after junction 27 vehicle fire - Hertfordshire Mercury https://t.co/bT8Rifpyn5,1483447635
@khutula M25 played nicely. Hope it does the same on the return. Not that I want to leave #parenting,1483448268
Must be hard flying down the M25 https://t.co/vEsExXQafO,1483448404
"Sounds juicy to me .. studio is in Essex , near the m25 turn off. Nice one bro , will be wicked to see ya agin an a… https://t.co/77kKmZDEjO",1483449834
M25 clockwise between J5 and J6 | Clockwise | Vehicle Obstruction,1483449966
M25 clockwise between J5 and J6 | Vehicle Obstruction https://t.co/dLiCmqj69L,1483450024
#M25 clockwise between J5 and J6 - Vehicle Obstruction - Full details at https://t.co/l5EmoAw0RN,1483450206
#M25 clockwise between J5 and J6 - Vehicle Obstruction - Full details at https://t.co/LwI3prBa31,1483450206
M25 clockwise between J5 and J6 | Vehicle Obstruction https://t.co/dNECijcgjP Thx 2 HW England,1483450273
#M25 anti-clockwise between J9 and J8 | Anti-Clockwise | Road Works | Surrey https://t.co/wFAcmEHm2f #uktraffic,1483450617
TRAVEL: One lane closed on clockwise M25 near J5 (M26) becasue of an abandoned car https://t.co/kWzL9rjWsH,1483450789
TRAVEL: One lane closed on clockwise M25 near J5 (M26) becasue of an abandoned car https://t.co/WaDV5qaKub,1483450789
.@Uptotherewithit @SkyNewsBreak Indeed - this @SkyNews journalist seemed a bit shocked by the views of real people… https://t.co/SiyI6D6oKw,1483450932
South East Traffic M25 anti-clockwise between J11 and J10 | Anti-Clockwise | Road Works https://t.co/9MVbB2vksP Drive Safe All,1483450984
M25 anti-clockwise between J11 and J10 | Anti-Clockwise | Road Works https://t.co/6NMQpsRmZd,1483451104
M25 clockwise between J5 and J6 | Clockwise | Vehicle Obstruction https://t.co/9x4US5sDH3,1483451104
M25 anti-clockwise between J11 and J10 | Anti-Clockwise | Road Works,1483451104
"More news from AG M25 - 20,000 sq ft office building acquired for clients in Alma Road, Windsor, Berks, 😀 https://t.co/5HHhWjDOct",1483451147
#M25 - SEVERE - Kent Clockwise - Abandoned car - After J5 for M26 Kent,1483451306
"Large #bedroom to #let - #Dagenham. Train station 15mins walk. A13 2mins, close to M25 and A406 10mins drive. https://t.co/XTX7qRjbdH",1483451486
#M25 clockwise between J15 and J16 | Clockwise | Road Works | Buckinghamshire https://t.co/7o3hyj1lmE #east #uktraffic,1483451524
Sat nav told us how long to stay on the m25 😂 https://t.co/RN5G2mjedu,1483452737
M25 delays after junction 27 vehicle fire - Hertfordshire Mercury https://t.co/lRY6Sf8ufR,1483453050
"#M25 #DartfordCrossing to face extensive closures over the next week:

https://t.co/DKZjuv8CvJ",1483453148
"#M25 #DartfordCrossing to face extensive closures over the next week:

https://t.co/4dEcosN8I3",1483453148
Panorama of Northend in the snow! ☃❄ Photo credits to @stefanie_m25… https://t.co/i0pYRcnqZJ,1483453543
The M25 is thoroughly unpleasant to drive on. What's that brown road surface about? So loud.,1483453819
M25 clockwise crash: Major delays between Wisley and #Chertsey after two-vehicle rush-hour crash ... https://t.co/QG1fsIcEGN,1483454344
M25 clockwise between J5 and J6 | Broken down vehicle https://t.co/cKiqGaA030,1483455244
#M25 clockwise between J5 and J6 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,1483455246
#M25 clockwise between J5 and J6 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,1483455246
M25 clockwise between J5 and J6 | Broken down vehicle https://t.co/xXJmNki4WP Thx 2 HW England,1483455369
"Please check your routes, M25 evening road closures until 8th January https://t.co/nsn4maTT4B",1483455471
"Please check your routes, M25 evening road closures until 8th January https://t.co/mdYnyolcrk",1483455471
M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle,1483455543
M25 anti-clockwise between J9 and J8 | Anti-Clockwise | Road Works,1483455546
M25 anti-clockwise between J6 and J5 | Anti-Clockwise | Road Works,1483455546
link road from M25 J5 anti-clockwise to M26/A21 | Anti-Clockwise | Road Works,1483455546
"@Gummo31 I've got the M6, M1 and M25 to look forward to next! 😡",1483455547
Our Travel News: link road from M25 J5 anti-clockwise to M26/A21 | Anti-Clockwise | Road Works https://t.co/47VYfQTaer #travel,1483455967
South East Traffic M25 anti-clockwise between J9 and J8 | Anti-Clockwise | Road Works https://t.co/LnOepgn6op Drive Safe All,1483455981
South East Traffic M25 anti-clockwise between J6 and J5 | Anti-Clockwise | Road Works https://t.co/eSWBS6HwCc Drive Safe All,1483455982
South East Traffic link road from M25 J5 anti-clockwise to M26/A21 | Anti-Clockwise | Road Works https://t.co/cjz6Xtf0J5 Drive Safe All,1483455983
Office much tidier than usual - ready for M25 tomorrow. https://t.co/53qCC9ZAbh,1483456322
@standardnews M25 abroad.,1483456749
Our transport fleet operates within the London #M25 area and the Home Counties.,1483456848
M25 anti-clockwise between J9 and J8 | Anti-Clockwise | Road Works https://t.co/iC8LcWUei5,1483457231
M25 anti-clockwise between J6 and J5 | Anti-Clockwise | Road Works https://t.co/UUyGkG1FQs,1483457232
link road from M25 J5 anti-clockwise to M26/A21 | Anti-Clockwise | Road Works https://t.co/Tws4FSvUhw,1483457232
M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle https://t.co/rsD5ielyMU,1483457234
Mam is holding to her long held view that modern promiscuity can be blamed on Continental duvets and the M25. #NewAlanBennettMonologues,1483457383
Medium Accident: Northbound between M25 and  #Hertfordshire #Traffic #M25,1483457647
Afternoon you lovely lot just got back from seeing my family in Surrey  lovely weekend motorway was good all the way A3/M25/M1 no delays,1483458092
#방탄소년단 #love #GOT7M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle https://t.co/VtCFWGYNgS #travel #traveling,1483458368
@Scientists4EU @UKIPNFKN Oohh good when Heathrow is expanded we can show the Chinese our M25. https://t.co/NBDrKo4ep9,1483458407
#M1 - MEDIUM - Hertfordshire Northbound - Accident - Between J6A for M25 Hertfordshire and J7 for Bedmond,1483458488
Fix Auto strengthens M25 presence https://t.co/xGbMSuuVH6 via @bodyshopmag #FixAuto #M25 #BigginHill,1483461284
M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Road Works,1483461366
M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Road Works https://t.co/LfUG0i5IRS,1483461367
One lane is closed on the #M25 anti-clockwise between J10 and J9 due to a carriageway defect which is being repaire… https://t.co/eF8vb2Hts0,1483461602
One lane is closed on the #M25 anti-clockwise between J10 and J9 due to a carriageway defect which is being repaire… https://t.co/9TB40jyI4T,1483461603
One lane is closed on the #M25 anti-clockwise between J10 and J9 due to a carriageway defect which is being repaire… …,1483461608
@LiftCoefficient @Jamieberry2003_ running via the M25,1483461784
TRAVEL: #M25: One lane closed for emergency repairs to a pothole anticlockwise between J10 #A3 and J9 #Leatherhead,1483461790
TRAVEL: #M25: One lane closed for emergency repairs to a pothole anticlockwise between J10 #A3 and J9 #Leatherhead,1483461790
TRAVEL: #M25: One lane closed for emergency repairs to a pothole anticlockwise between J10 #A3 and J9 #Leatherhead,1483461790
"One lane closed anticlockwise #M25 between J10, #Wisley and Cobham Services, because of emergency repairs. https://t.co/RmhHfOOVss",1483462380
#M25 - SEVERE - Surrey Anti-Clockwise - Emergency repairs - Between J10 for A3 Surrey and Cobham Services Cobham,1483462507
"#M25 One lane closed anticlockwise between J10 for Wisley Interchange and the Cobham Services, because of emergency carriageway repairs.",1483462523
#M25 ANTICLOCKWISE - one lane closed for emergency repairs between J10 (Wisley Interchange) and Cobham Services.,1483462557
South East Traffic M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Road Works https://t.co/n1N5vzvgUo Drive Safe All,1483462631
M25 clockwise between J8 and J9 | Clockwise | Road Works,1483462654
We don't feel as bad about our drive home tonight now! #trafficjam #commute #m25 https://t.co/LbCYGujI94,1483462775
M25 clockwise between J8 and J9 | Clockwise | Road Works https://t.co/p7gCP0zmRe,1483463165
